Room,Area,Floor,Prices,Address,Longitude,Latitude
3 otaqlı,128 m²,4,230 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
3 otaqlı,151 m²,4,500 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
3 otaqlı,120 m²,4,235 000,Qara Qarayev m. Baku,49.99601363948763,40.4133020842247
2 otaqlı,98.5 m²,1,108 350,9-cu mikrorayon q. Baku,49.87222000000003,40.410660000000064
3 otaqlı,102.8 m²,3,166 536,Yasamal r. Baku,49.80747000000008,40.381530000000055
2 otaqlı,57.1 m²,9,117 096,Gənclik m. Baku,49.970096459341576,40.40867649330784
2 otaqlı,73.4 m²,2,212 126,Sea Breeze  Baku,50.062200000000075,40.590550000000064
2 otaqlı,77.7 m²,20,118 881,Yasamal r. Baku,49.80747000000008,40.381530000000055
4 otaqlı,164 m²,16,410 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
3 otaqlı,95 m²,9,229 000,Gənclik m. Baku,49.970096459341576,40.40867649330784
3 otaqlı,90 m²,15,160 000,Badamdar q. Baku,49.81039673924087,40.35619015479255
3 otaqlı,115 m²,9,245 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,60 m²,7,118 000,Həzi Aslanov q. Baku,49.932322777729446,40.37142935945017
4 otaqlı,180 m²,12,370 000,20 Yanvar m. Baku,49.80187067157377,40.4102411028833
4 otaqlı,130 m²,19,230 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
3 otaqlı,90 m²,9,175 000,8 Noyabr m. Baku,49.87222000000003,40.410660000000064
2 otaqlı,100 m²,3,163 000,Badamdar q. Baku,49.81039673924087,40.35619015479255
2 otaqlı,80 m²,9,140 000,Badamdar q. Baku,49.81039673924087,40.35619015479255
4 otaqlı,105 m²,20,183 000,Badamdar q. Baku,49.81039673924087,40.35619015479255
2 otaqlı,73.4 m²,2,212 126,Sea Breeze  Baku,50.062200000000075,40.590550000000064
2 otaqlı,80 m²,2,188 000,8 Noyabr m. Baku,49.87222000000003,40.410660000000064
1 otaqlı,61.9 m²,5,284 121,Sea Breeze  Baku,50.062200000000075,40.590550000000064
2 otaqlı,109.7 m²,8,485 006,Sea Breeze  Baku,50.062200000000075,40.590550000000064
6 otaqlı,268 m²,1,869 660,Sea Breeze  Baku,50.062200000000075,40.590550000000064
7 otaqlı,745 m²,5,3 059 715,Sea Breeze  Baku,50.062200000000075,40.590550000000064
10 otaqlı,929 m²,10,3 910 161,Sea Breeze  Baku,50.062200000000075,40.590550000000064
3 otaqlı,120 m²,1,155 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
3 otaqlı,103 m²,8,275 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
3 otaqlı,170 m²,5,395 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,100 m²,4,180 000,Azadlıq Prospekti m. Baku,49.85047192224774,40.37397787820967
2 otaqlı,74 m²,3,135 000,20 Yanvar m. Baku,49.80187067157377,40.4102411028833
3 otaqlı,110 m²,8,168 000,Neftçilər m. Baku,49.97309000230074,40.39667499502967
3 otaqlı,117 m²,16,290 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
3 otaqlı,140 m²,8,345 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
3 otaqlı,145 m²,6,330 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,84 m²,16,178 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
2 otaqlı,97.5 m²,11,238 948,Bakı Baku,49.87222000000003,40.410660000000064
5 otaqlı,246.9 m²,11,604 831,Bakı Baku,49.87222000000003,40.410660000000064
5 otaqlı,280 m²,8,378 000,Pirşağı q. Baku,49.89033913473999,40.56389542733808
3 otaqlı,124.5 m²,5,273 900,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,130 m²,8,255 000,8 Noyabr m. Baku,49.87222000000003,40.410660000000064
2 otaqlı,70 m²,2,127 999,Memar Əcəmi m. Baku,49.72871584404657,40.45649443426764
3 otaqlı,140 m²,15,264 999,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
2 otaqlı,92.6 m²,13,267 614,Nardaran q. Baku,50.00777000000005,40.56221000000005
2 otaqlı,86 m²,3,98 500,Yeni Günəşli q. Baku,49.9788350006467,40.38465000241281
1 otaqlı,59.4 m²,15,272 000,Nardaran q. Baku,50.00777000000005,40.56221000000005
3 otaqlı,92.6 m²,5,275 366,Nardaran q. Baku,50.00777000000005,40.56221000000005
3 otaqlı,76 m²,8,175 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
1 otaqlı,61.9 m²,5,284 121,Nardaran q. Baku,50.00777000000005,40.56221000000005
2 otaqlı,72.1 m²,15,232 883,Nardaran q. Baku,50.00777000000005,40.56221000000005
1 otaqlı,55.7 m²,2,255 663,Nardaran q. Baku,50.00777000000005,40.56221000000005
3 otaqlı,127.3 m²,5,367 897,Nardaran q. Baku,50.00777000000005,40.56221000000005
2 otaqlı,75.5 m²,6,385 203,Nardaran q. Baku,50.00777000000005,40.56221000000005
4 otaqlı,227 m²,14,495 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
4 otaqlı,220 m²,15,561 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,75 m²,13,168 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
3 otaqlı,120 m²,7,139 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
4 otaqlı,141 m²,5,225 600,20 Yanvar m. Baku,49.80187067157377,40.4102411028833
2 otaqlı,78 m²,6,125 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
3 otaqlı,147 m²,11,367 900,Yasamal r. Baku,49.80747000000008,40.381530000000055
3 otaqlı,110 m²,10,150 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
2 otaqlı,100 m²,5,160 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
2 otaqlı,105 m²,16,220 000,8 Noyabr m. Baku,49.87222000000003,40.410660000000064
3 otaqlı,93 m²,9,199 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
3 otaqlı,127.3 m²,1,367 897,Nardaran q. Baku,50.00777000000005,40.56221000000005
2 otaqlı,60 m²,4,125 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
2 otaqlı,88.6 m²,19,124 082,Bakıxanov q. Baku,49.95330000000007,40.43198000000007
4 otaqlı,160 m²,5,265 000,20 Yanvar m. Baku,49.80187067157377,40.4102411028833
1 otaqlı,54.5 m²,4,119 900,Nəsimi r. Baku,49.83251000000007,40.39419000000004
4 otaqlı,194.5 m²,4,427 900,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,117.8 m²,14,200 311,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
2 otaqlı,57.1 m²,8,117 096,Gənclik m. Baku,49.970096459341576,40.40867649330784
3 otaqlı,150.6 m²,4,263 585,Memar Əcəmi m. Baku,49.72871584404657,40.45649443426764
2 otaqlı,45 m²,4,97 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
2 otaqlı,54 m²,10,160 000,Nizami m. Baku,49.92813000000007,40.40331000000003
3 otaqlı,115 m²,6,259 900,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
5 otaqlı,295 m²,3,970 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,70 m²,13,140 000,Nizami m. Baku,49.92813000000007,40.40331000000003
2 otaqlı,52 m²,3,98 000,Nəsimi m. Baku,49.83251000000007,40.39419000000004
3 otaqlı,123 m²,2,260 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
3 otaqlı,105 m²,16,147 000,Həzi Aslanov m. Baku,49.932322777729446,40.37142935945017
4 otaqlı,130 m²,2,280 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
3 otaqlı,125 m²,4,190 000,20 Yanvar m. Baku,49.80187067157377,40.4102411028833
3 otaqlı,178 m²,13,450 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
5 otaqlı,120 m²,17,205 000,Azadlıq Prospekti m. Baku,49.85047192224774,40.37397787820967
2 otaqlı,35 m²,16,83 000,Memar Əcəmi m. Baku,49.72871584404657,40.45649443426764
3 otaqlı,103 m²,18,275 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
2 otaqlı,50 m²,4,90 000,8-ci mikrorayon q. Baku,49.83903000000004,40.41712000000007
3 otaqlı,117 m²,14,192 000,Xalqlar Dostluğu m. Baku,49.95319000000006,40.39686000000006
4 otaqlı,180 m²,2,350 000,Səbail r. Baku,49.81532000000004,40.332550000000026
3 otaqlı,115 m²,18,235 000,Qara Qarayev m. Baku,49.99601363948763,40.4133020842247
2 otaqlı,65.5 m²,6,122 000,9-cu mikrorayon q. Baku,49.87222000000003,40.410660000000064
3 otaqlı,107.9 m²,12,148 847,Yasamal q. Baku,49.80747000000008,40.381530000000055
3 otaqlı,112.2 m²,13,219 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
1 otaqlı,56 m²,11,75 000,Neftçilər m. Baku,49.97309000230074,40.39667499502967
2 otaqlı,82 m²,5,135 000,Nəsimi m. Baku,49.83251000000007,40.39419000000004
3 otaqlı,80 m²,9,140 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
3 otaqlı,120 m²,14,250 000,Bayıl q. Baku,49.87222000000003,40.410660000000064
4 otaqlı,128 m²,8,297 000,8 Noyabr m. Baku,49.87222000000003,40.410660000000064
2 otaqlı,41 m²,12,51 000,Xırdalan Baku,49.755250000000046,40.46255000000008
2 otaqlı,93.6 m²,1,205 920,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,86.4 m²,11,224 640,Nərimanov r. Baku,49.87222000000003,40.410660000000064
2 otaqlı,72.1 m²,8,97 334,Bakı Baku,49.87222000000003,40.410660000000064
3 otaqlı,170 m²,5,340 000,Ağ şəhər q. Baku,49.94037023009177,40.45800279717592
5 otaqlı,120 m²,14,155 000,Həzi Aslanov m. Baku,49.932322777729446,40.37142935945017
4 otaqlı,181 m²,3,520 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
3 otaqlı,136 m²,2,236 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
2 otaqlı,36 m²,17,85 000,Qara Qarayev m. Baku,49.99601363948763,40.4133020842247
2 otaqlı,51 m²,8,135 000,Yasamal r. Baku,49.80747000000008,40.381530000000055
2 otaqlı,100 m²,4,185 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
3 otaqlı,115 m²,11,230 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
3 otaqlı,65 m²,3,107 000,Həzi Aslanov m. Baku,49.932322777729446,40.37142935945017
4 otaqlı,204 m²,3,448 000,28 May m. Baku,49.943378301649275,40.47126854785195
3 otaqlı,85 m²,6,135 000,Xalqlar Dostluğu m. Baku,49.95319000000006,40.39686000000006
4 otaqlı,214 m²,3,450 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
3 otaqlı,85 m²,8,135 000,Xalqlar Dostluğu m. Baku,49.95319000000006,40.39686000000006
1 otaqlı,50 m²,9,115 000,Sahil m. Baku,49.570710000000076,40.222380000000044
3 otaqlı,177 m²,14,247 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
3 otaqlı,82 m²,16,145 000,Gənclik m. Baku,49.970096459341576,40.40867649330784
2 otaqlı,80 m²,4,125 000,Xalqlar Dostluğu m. Baku,49.95319000000006,40.39686000000006
3 otaqlı,145 m²,11,203 000,Neftçilər m. Baku,49.97309000230074,40.39667499502967
3 otaqlı,125 m²,3,150 000,Əhmədli q. Baku,49.941790000000026,40.38512000000003
4 otaqlı,181 m²,6,550 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,90 m²,16,265 000,28 May m. Baku,49.943378301649275,40.47126854785195
3 otaqlı,97.1 m²,12,205 000,28 May m. Baku,49.943378301649275,40.47126854785195
3 otaqlı,156 m²,15,220 000,Yasamal r. Baku,49.80747000000008,40.381530000000055
3 otaqlı,120 m²,14,320 000,Sahil m. Baku,49.570710000000076,40.222380000000044
4 otaqlı,175 m²,7,385 000,Ağ şəhər q. Baku,49.94037023009177,40.45800279717592
2 otaqlı,85 m²,5,155 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
5 otaqlı,312 m²,3,387 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
3 otaqlı,95 m²,9,155 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
3 otaqlı,76 m²,13,250 000,28 May m. Baku,49.943378301649275,40.47126854785195
3 otaqlı,120 m²,8,252 000,28 May m. Baku,49.943378301649275,40.47126854785195
2 otaqlı,97.4 m²,18,165 495,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
2 otaqlı,109.7 m²,6,485 006,Sea Breeze  Baku,50.062200000000075,40.590550000000064
2 otaqlı,87.5 m²,10,148 665,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
4 otaqlı,140 m²,3,250 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
2 otaqlı,92 m²,14,175 000,20 Yanvar m. Baku,49.80187067157377,40.4102411028833
4 otaqlı,210 m²,8,450 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,62 m²,3,128 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
2 otaqlı,87 m²,2,143 500,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
2 otaqlı,65 m²,3,115 900,Nizami r. Baku,49.92813000000007,40.40331000000003
3 otaqlı,126 m²,14,175 000,Həzi Aslanov m. Baku,49.932322777729446,40.37142935945017
3 otaqlı,85 m²,9,130 000,Əhmədli m. Baku,49.941790000000026,40.38512000000003
2 otaqlı,84 m²,5,120 000,Həzi Aslanov m. Baku,49.932322777729446,40.37142935945017
3 otaqlı,85 m²,14,135 000,Əhmədli m. Baku,49.941790000000026,40.38512000000003
1 otaqlı,69.3 m²,4,140 000,Bayıl q. Baku,49.87222000000003,40.410660000000064
2 otaqlı,60 m²,9,135 000,Memar Əcəmi m. Baku,49.72871584404657,40.45649443426764
2 otaqlı,63 m²,5,134 000,Bayıl q. Baku,49.87222000000003,40.410660000000064
2 otaqlı,80 m²,5,135 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
4 otaqlı,145 m²,5,130 000,Nizami r. Baku,49.92813000000007,40.40331000000003
5 otaqlı,250 m²,7,579 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
4 otaqlı,160 m²,8,350 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
4 otaqlı,182 m²,13,360 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,90 m²,14,97 900,Bakıxanov q. Baku,49.95330000000007,40.43198000000007
4 otaqlı,210 m²,18,410 000,Gənclik m. Baku,49.970096459341576,40.40867649330784
2 otaqlı,80 m²,4,145 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
3 otaqlı,170 m²,9,350 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
3 otaqlı,65 m²,6,126 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
2 otaqlı,41.7 m²,18,50 000,Xırdalan Baku,49.755250000000046,40.46255000000008
4 otaqlı,110 m²,11,144 900,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
3 otaqlı,65 m²,4,115 100,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
3 otaqlı,145.7 m²,14,329 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
3 otaqlı,85 m²,6,135 000,Həzi Aslanov m. Baku,49.932322777729446,40.37142935945017
1 otaqlı,67.1 m²,3,167 750,Ağ şəhər q. Baku,49.94037023009177,40.45800279717592
5 otaqlı,246.9 m²,7,604 831,Bakı Baku,49.87222000000003,40.410660000000064
1 otaqlı,52.3 m²,3,75 835,Bakı Baku,49.87222000000003,40.410660000000064
2 otaqlı,97.5 m²,15,238 948,Bakı Baku,49.87222000000003,40.410660000000064
2 otaqlı,75 m²,5,172 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
4 otaqlı,140 m²,1,265 000,Həzi Aslanov q. Baku,49.932322777729446,40.37142935945017
4 otaqlı,230 m²,4,450 000,28 May m. Baku,49.943378301649275,40.47126854785195
3 otaqlı,120 m²,3,149 000,20 Yanvar m. Baku,49.80187067157377,40.4102411028833
2 otaqlı,74 m²,14,130 000,Xətai r. Baku,49.94309000000004,40.36336000000006
4 otaqlı,225 m²,6,700 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
3 otaqlı,87 m²,16,170 000,Xətai r. Baku,49.94309000000004,40.36336000000006
3 otaqlı,146 m²,5,219 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,90 m²,10,185 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
3 otaqlı,110 m²,2,185 000,Qara Qarayev m. Baku,49.99601363948763,40.4133020842247
3 otaqlı,100 m²,6,193 000,Neftçilər m. Baku,49.97309000230074,40.39667499502967
3 otaqlı,135 m²,5,181 000,Memar Əcəmi m. Baku,49.72871584404657,40.45649443426764
3 otaqlı,120 m²,16,205 000,Memar Əcəmi m. Baku,49.72871584404657,40.45649443426764
2 otaqlı,42 m²,7,95 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
3 otaqlı,95 m²,2,126 000,Memar Əcəmi m. Baku,49.72871584404657,40.45649443426764
3 otaqlı,70 m²,5,129 000,3-cü mikrorayon q. Baku,49.81881000000004,40.406900000000064
3 otaqlı,145 m²,8,265 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
2 otaqlı,95 m²,17,96 000,Bakıxanov q. Baku,49.95330000000007,40.43198000000007
2 otaqlı,60 m²,17,430,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,65 m²,8,107 000,Yeni Yasamal q. Baku,49.79300000000006,40.395020000000045
4 otaqlı,110 m²,17,269 000,28 May m. Baku,49.943378301649275,40.47126854785195
1 otaqlı,40.6 m²,5,58 000,Masazır q. Baku,49.87222000000003,40.410660000000064
5 otaqlı,272 m²,3,490 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
4 otaqlı,170 m²,17,226 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
2 otaqlı,78.4 m²,12,165 000,Nizami m. Baku,49.92813000000007,40.40331000000003
1 otaqlı,49.7 m²,7,72 065,7-ci mikrorayon q. Baku,49.87222000000003,40.410660000000064
2 otaqlı,55 m²,7,56 500,Masazır q. Baku,49.87222000000003,40.410660000000064
3 otaqlı,131.2 m²,15,328 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,108.7 m²,10,172 833,Yasamal r. Baku,49.80747000000008,40.381530000000055
1 otaqlı,48.9 m²,18,78 793,Yasamal r. Baku,49.80747000000008,40.381530000000055
4 otaqlı,148.9 m²,4,327 580,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,102.5 m²,17,210 043,Gənclik m. Baku,49.970096459341576,40.40867649330784
3 otaqlı,140 m²,6,305 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
3 otaqlı,92 m²,9,138 000,Xətai r. Baku,49.94309000000004,40.36336000000006
3 otaqlı,80 m²,15,172 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
1 otaqlı,45 m²,18,79 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
3 otaqlı,65 m²,3,115 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
2 otaqlı,70 m²,9,165 000,İçəri Şəhər m. Baku,49.83229000000006,40.36555000000004
4 otaqlı,186 m²,2,400 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
2 otaqlı,47 m²,16,70 000,Azadlıq Prospekti m. Baku,49.85047192224774,40.37397787820967
3 otaqlı,85 m²,7,128 000,Neftçilər m. Baku,49.97309000230074,40.39667499502967
4 otaqlı,184 m²,11,460 000,Sahil m. Baku,49.570710000000076,40.222380000000044
3 otaqlı,120 m²,2,285 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
3 otaqlı,130 m²,20,175 000,Azadlıq Prospekti m. Baku,49.85047192224774,40.37397787820967
3 otaqlı,95 m²,8,145 000,Yeni Yasamal q. Baku,49.79300000000006,40.395020000000045
4 otaqlı,182 m²,9,283 500,Koroğlu m. Baku,49.834180031825866,40.429712180332366
2 otaqlı,96 m²,8,225 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,80 m²,17,135 000,Gənclik m. Baku,49.970096459341576,40.40867649330784
3 otaqlı,110 m²,7,214 500,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
4 otaqlı,164 m²,2,246 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,100 m²,2,150 000,Əhmədli q. Baku,49.941790000000026,40.38512000000003
3 otaqlı,85 m²,17,186 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
4 otaqlı,160 m²,13,290 000,28 May m. Baku,49.943378301649275,40.47126854785195
5 otaqlı,125 m²,5,154 000,Həzi Aslanov m. Baku,49.932322777729446,40.37142935945017
2 otaqlı,118 m²,4,259 000,28 May m. Baku,49.943378301649275,40.47126854785195
2 otaqlı,75 m²,9,128 000,Memar Əcəmi m. Baku,49.72871584404657,40.45649443426764
2 otaqlı,72 m²,11,87 000,Qaraçuxur q. Baku,49.97309000000007,40.39667000000003
3 otaqlı,112.2 m²,4,132 372,Bakıxanov q. Baku,49.95330000000007,40.43198000000007
2 otaqlı,60 m²,4,107 000,Neftçilər m. Baku,49.97309000230074,40.39667499502967
2 otaqlı,92.6 m²,12,267 614,Nardaran q. Baku,50.00777000000005,40.56221000000005
3 otaqlı,108.7 m²,5,172 833,Yasamal r. Baku,49.80747000000008,40.381530000000055
2 otaqlı,79.7 m²,2,135 405,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
3 otaqlı,105.6 m²,9,171 007,Yasamal r. Baku,49.80747000000008,40.381530000000055
5 otaqlı,280 m²,10,378 000,Pirşağı q. Baku,49.89033913473999,40.56389542733808
3 otaqlı,157 m²,5,345 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
4 otaqlı,148.9 m²,3,312 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,71 m²,12,97 000,Həzi Aslanov m. Baku,49.932322777729446,40.37142935945017
3 otaqlı,132 m²,4,265 000,28 May m. Baku,49.943378301649275,40.47126854785195
4 otaqlı,170 m²,3,475 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
3 otaqlı,93 m²,16,158 000,Xətai r. Baku,49.94309000000004,40.36336000000006
5 otaqlı,270 m²,5,600 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
4 otaqlı,176 m²,16,390 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,106 m²,16,164 000,Xətai r. Baku,49.94309000000004,40.36336000000006
4 otaqlı,144 m²,10,270 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
3 otaqlı,144 m²,5,295 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
3 otaqlı,108 m²,4,140 000,Həzi Aslanov m. Baku,49.932322777729446,40.37142935945017
4 otaqlı,141 m²,2,339 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
4 otaqlı,207 m²,3,450 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
4 otaqlı,166 m²,5,498 000,Ağ şəhər q. Baku,49.94037023009177,40.45800279717592
6 otaqlı,250 m²,12,310 000,Nizami m. Baku,49.92813000000007,40.40331000000003
3 otaqlı,184 m²,5,478 400,Nizami m. Baku,49.92813000000007,40.40331000000003
3 otaqlı,98 m²,7,146 000,Həzi Aslanov m. Baku,49.932322777729446,40.37142935945017
3 otaqlı,90 m²,11,195 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
3 otaqlı,136 m²,3,232 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
3 otaqlı,75 m²,5,175 000,İçəri Şəhər m. Baku,49.83229000000006,40.36555000000004
1 otaqlı,67 m²,14,115 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
4 otaqlı,135 m²,4,360 000,28 May m. Baku,49.943378301649275,40.47126854785195
3 otaqlı,60 m²,5,103 000,Memar Əcəmi m. Baku,49.72871584404657,40.45649443426764
5 otaqlı,295 m²,9,970 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
4 otaqlı,200 m²,9,358 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
4 otaqlı,145 m²,10,248 000,Qara Qarayev m. Baku,49.99601363948763,40.4133020842247
2 otaqlı,64 m²,9,138 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
2 otaqlı,102.5 m²,13,210 043,Gənclik m. Baku,49.970096459341576,40.40867649330784
4 otaqlı,194.9 m²,15,409 290,28 May m. Baku,49.943378301649275,40.47126854785195
1 otaqlı,73.1 m²,7,73 130,Yeni Günəşli q. Baku,49.9788350006467,40.38465000241281
1 otaqlı,65.1 m²,8,162 750,Ağ şəhər q. Baku,49.94037023009177,40.45800279717592
4 otaqlı,151 m²,1,399 999,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,124 m²,5,236 000,Yasamal r. Baku,49.80747000000008,40.381530000000055
3 otaqlı,80 m²,9,205 000,Şah İsmayıl Xətai m. Baku,49.856710000828244,40.38703000190996
2 otaqlı,84 m²,15,177 000,Nəriman Nərimanov m. Baku,49.95080686313931,40.47341961363625
2 otaqlı,60.5 m²,9,130 000,Binəqədi r. Baku,49.82806000000005,40.46623000000005
3 otaqlı,136 m²,15,350 000,Elmlər Akademiyası m. Baku,49.81511000000006,40.37340000000006
3 otaqlı,97 m²,3,140 500,Qara Qarayev m. Baku,49.99601363948763,40.4133020842247
4 otaqlı,145 m²,13,260 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
1 otaqlı,38.3 m²,16,97 999,28 May m. Baku,49.943378301649275,40.47126854785195
2 otaqlı,50 m²,3,102 000,Nəsimi r. Baku,49.83251000000007,40.39419000000004
3 otaqlı,90 m²,5,175 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
3 otaqlı,157 m²,5,340 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
3 otaqlı,80 m²,1,150 000,Nizami m. Baku,49.92813000000007,40.40331000000003
3 otaqlı,80 m²,14,175 000,Nizami m. Baku,49.92813000000007,40.40331000000003
3 otaqlı,145 m²,5,290 000,8 Noyabr m. Baku,49.87222000000003,40.410660000000064
2 otaqlı,74 m²,4,174 000,Nərimanov r. Baku,49.87222000000003,40.410660000000064
2 otaqlı,50 m²,7,94 000,Xalqlar Dostluğu m. Baku,49.95319000000006,40.39686000000006
2 otaqlı,85 m²,10,133 900,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
3 otaqlı,120 m²,7,155 000,İnşaatçılar m. Baku,49.82165225801845,40.3803915444509
2 otaqlı,60 m²,16,95 000,Xətai r. Baku,49.94309000000004,40.36336000000006
2 otaqlı,110 m²,7,199 800,Nəsimi r. Baku,49.83251000000007,40.39419000000004
2 otaqlı,60 m²,2,136 000,Azadlıq Prospekti m. Baku,49.85047192224774,40.37397787820967
